5751,37501,Imanol Agirretxe Arruti,1987,30.06.2005,0.00258453,0.118009,64,30.06.2006,0.0256158,0.123179,75,30.06.2007,0.0426309,0.11974,153
6496,158863,Inigo Martinez,1991,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0,30.06.2011,-0.046322,0.0395576,2419
6695,221986,Litri,1991,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0
6885,58345,Jonathas Cristian de Jesus,1989,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0,30.06.2009,NA,NA,0
52422,11111,Ramiro Funes Mori,1991,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0
6756,188854,Manu Trigueros,1991,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0,30.06.2011,-0.0742225,0.0252592,29
68250,315110,Karl Toko Ekambi,1992,30.06.2010,NA,NA,0,30.06.2011,-0.132613,-0.00096594,25,30.06.2012,-0.121272,-0.0169107,1511
6485,183647,Alvaro Gonzalez,1990,30.06.2008,NA,NA,0,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0
6595,65318,Jaume Costa,1988,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0
6221,73250,Mario Gaspar,1990,30.06.2008,NA,NA,0,30.06.2009,0.00342332,0.143556,24,30.06.2010,-0.0435804,0.050789,2713
6078,65467,Vicente Iborra de la Fuente,1988,30.06.2006,NA,NA,0,30.06.2007,NA,NA,0,30.06.2008,-0.00286529,0.0656023,463
9246,63186,Roberto Soriano,1991,30.06.2009,NA,NA,0,30.06.2010,-0.0252383,0.0784733,285,30.06.2011,-0.0312699,0.0484972,1943
9279,82048,Nicola Sansone,1991,30.06.2009,NA,NA,0,30.06.2010,NA,NA,0,30.06.2011,NA,NA,0
6932,177467,Gerard Moreno,1992,30.06.2010,NA,NA,0,30.06.2011,-0.0881566,0.0285111,6,30.06.2012,-0.0647123,0.0261479,90
6064,51710,Sergio Asenjo,1989,30.06.2007,NA,NA,0,30.06.2008,-0.0112126,0.122837,2161,30.06.2009,0.02741,0.0910813,4512
6327,62920,Victor Ruiz,1989,30.06.2007,NA,NA,0,30.06.2008,NA,NA,0,30.06.2009,NA,NA,0
3521,77737,Alfred N'Diaye,1990,30.06.2008,NA,NA,0,30.06.2009,-0.0189277,0.0849555,1955,30.06.2010,0.00352095,0.0739542,3395
